month_n,pdays_n,duration,campaign_n,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
2,0,165,0,1.4,93.918,-42.7,4.962,5228.1
3,0,185,2,-2.9,92.201,-31.4,0.869,5076.2
0,0,685,0,-1.8,92.893,-46.2,1.259,5099.1
3,0,580,2,1.4,93.444,-36.1,4.966,5228.1
1,0,130,0,1.4,94.465,-41.8,4.865,5228.1
5,0,591,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,217,1,1.1,93.994,-36.4,4.857,5191.0
5,0,109,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,227,3,1.1,93.994,-36.4,4.856,5191.0
3,0,978,0,1.4,93.444,-36.1,4.966,5228.1
5,0,51,3,-0.1,93.2,-42.0,4.153,5195.8
5,0,358,2,-0.1,93.2,-42.0,4.021,5195.8
0,0,166,1,1.1,93.994,-36.4,4.856,5191.0
0,0,206,0,-1.8,92.893,-46.2,1.344,5099.1
9,1,404,0,-1.1,94.199,-37.5,0.879,4963.6
5,0,157,2,-0.1,93.2,-42.0,4.076,5195.8
3,0,61,3,1.4,93.444,-36.1,4.963,5228.1
1,0,49,0,1.4,94.465,-41.8,4.864,5228.1
1,0,201,0,-2.9,92.963,-40.8,1.266,5076.2
0,0,129,1,-1.8,92.893,-46.2,1.344,5099.1
5,0,148,0,-0.1,93.2,-42.0,4.153,5195.8
9,0,397,0,-1.1,94.199,-37.5,0.879,4963.6
9,0,201,0,-3.4,92.379,-29.8,0.788,5017.5
1,0,216,0,1.4,94.465,-41.8,4.947,5228.1
8,0,145,0,-1.8,93.075,-47.1,1.405,5099.1
2,0,53,9,1.4,93.918,-42.7,4.963,5228.1
2,0,125,1,1.4,93.918,-42.7,4.962,5228.1
8,0,289,2,-1.8,93.075,-47.1,1.405,5099.1
3,0,198,0,1.4,93.444,-36.1,4.97,5228.1
2,0,107,12,1.4,93.918,-42.7,4.968,5228.1
9,3,530,0,-1.1,94.199,-37.5,0.879,4963.6
0,0,197,1,1.1,93.994,-36.4,4.857,5191.0
3,0,140,0,1.4,93.444,-36.1,4.965,5228.1
0,0,452,2,-1.8,92.893,-46.2,1.266,5099.1
2,0,101,2,1.4,93.918,-42.7,4.962,5228.1
8,0,198,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,112,1,1.1,93.994,-36.4,4.857,5191.0
1,0,13,16,1.4,94.465,-41.8,4.962,5228.1
5,0,23,1,-0.1,93.2,-42.0,4.076,5195.8
5,10,199,0,-3.4,92.649,-30.1,0.719,5017.5
2,0,170,0,1.4,93.918,-42.7,4.962,5228.1
1,0,305,5,1.4,94.465,-41.8,4.962,5228.1
0,0,81,1,1.1,93.994,-36.4,4.857,5191.0
0,0,346,1,1.1,93.994,-36.4,4.857,5191.0
8,0,58,0,-1.8,93.075,-47.1,1.405,5099.1
1,0,150,2,1.4,94.465,-41.8,4.864,5228.1
0,0,90,1,1.1,93.994,-36.4,4.857,5191.0
5,0,1035,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,112,0,1.1,93.994,-36.4,4.86,5191.0
2,0,75,2,1.4,93.918,-42.7,4.961,5228.1
5,0,236,0,-0.1,93.2,-42.0,4.191,5195.8
0,0,208,1,1.1,93.994,-36.4,4.857,5191.0
1,13,93,0,-2.9,92.963,-40.8,1.266,5076.2
0,0,93,0,-1.8,92.893,-46.2,1.344,5099.1
7,0,80,3,-1.8,92.843,-50.0,1.65,5099.1
3,0,30,0,1.4,93.444,-36.1,4.968,5228.1
8,0,299,0,-1.8,93.075,-47.1,1.405,5099.1
1,0,96,0,-2.9,92.963,-40.8,1.262,5076.2
1,0,145,1,1.4,94.465,-41.8,4.967,5228.1
0,0,112,1,1.1,93.994,-36.4,4.858,5191.0
3,0,1197,5,1.4,93.444,-36.1,4.964,5228.1
5,0,464,0,-0.1,93.2,-42.0,4.153,5195.8
0,0,125,2,1.1,93.994,-36.4,4.857,5191.0
9,1,173,1,-3.4,92.379,-29.8,0.77,5017.5
3,0,252,0,1.4,93.444,-36.1,4.966,5228.1
3,0,50,9,1.4,93.444,-36.1,4.965,5228.1
0,0,59,1,-1.8,92.893,-46.2,1.354,5099.1
2,0,89,1,1.4,93.918,-42.7,4.961,5228.1
0,0,284,0,1.1,93.994,-36.4,4.857,5191.0
8,0,61,2,-1.8,93.075,-47.1,1.415,5099.1
1,3,136,5,-2.9,92.963,-40.8,1.26,5076.2
1,3,79,0,-1.7,94.055,-39.8,0.739,4991.6
3,0,109,1,1.4,93.444,-36.1,4.965,5228.1
8,0,135,0,-1.8,93.075,-47.1,1.405,5099.1
5,0,82,2,-0.1,93.2,-42.0,4.021,5195.8
2,0,117,0,1.4,93.918,-42.7,4.968,5228.1
1,0,107,1,1.4,94.465,-41.8,4.864,5228.1
3,0,87,0,1.4,93.444,-36.1,4.964,5228.1
0,0,238,1,1.1,93.994,-36.4,4.855,5191.0
1,0,41,6,1.4,94.465,-41.8,4.959,5228.1
2,0,131,0,1.4,93.918,-42.7,4.962,5228.1
2,0,2516,0,1.4,93.918,-42.7,4.961,5228.1
3,0,95,0,1.4,93.444,-36.1,4.962,5228.1
1,0,123,3,1.4,94.465,-41.8,4.959,5228.1
8,0,5,2,-1.8,93.075,-47.1,1.405,5099.1
8,1,545,1,-1.8,93.749,-34.6,0.654,5008.7
4,1,330,1,-1.1,94.601,-49.5,1.025,4963.6
3,10,293,0,-1.7,94.027,-38.3,0.9,4991.6
0,0,81,5,1.1,93.994,-36.4,4.859,5191.0
0,0,82,1,-1.8,92.893,-46.2,1.27,5099.1
3,0,270,0,1.4,93.444,-36.1,4.965,5228.1
1,0,387,0,1.4,94.465,-41.8,4.962,5228.1
2,0,198,1,1.4,93.918,-42.7,4.957,5228.1
0,0,462,3,-1.8,92.893,-46.2,1.25,5099.1
2,0,97,1,1.4,93.918,-42.7,4.96,5228.1
2,0,279,2,1.4,93.918,-42.7,4.961,5228.1
0,0,371,0,1.1,93.994,-36.4,4.855,5191.0
0,0,649,1,-1.8,92.893,-46.2,1.281,5099.1
0,0,88,1,-1.8,92.893,-46.2,1.281,5099.1
1,0,228,1,1.4,94.465,-41.8,4.865,5228.1
2,0,71,2,1.4,93.918,-42.7,4.963,5228.1
3,1,207,0,-2.9,92.201,-31.4,0.861,5076.2
2,0,259,0,1.4,93.918,-42.7,4.962,5228.1
4,0,133,1,-1.1,94.601,-49.5,0.987,4963.6
2,0,277,1,1.4,93.918,-42.7,4.96,5228.1
0,0,785,0,-1.8,92.893,-46.2,1.281,5099.1
9,1,323,2,-3.4,92.379,-29.8,0.762,5017.5
8,0,109,1,-1.8,93.075,-47.1,1.435,5099.1
0,0,122,0,1.1,93.994,-36.4,4.859,5191.0
8,1,119,0,-1.8,93.749,-34.6,0.642,5008.7
2,0,244,3,1.4,93.918,-42.7,4.96,5228.1
5,0,40,2,-0.1,93.2,-42.0,4.076,5195.8
0,0,250,1,1.1,93.994,-36.4,4.858,5191.0
3,0,91,0,-2.9,92.201,-31.4,0.883,5076.2
3,0,344,1,1.4,93.444,-36.1,4.967,5228.1
2,0,7,3,1.4,93.918,-42.7,4.961,5228.1
2,0,85,0,1.4,93.918,-42.7,4.966,5228.1
0,0,30,0,1.1,93.994,-36.4,4.86,5191.0
3,0,53,0,1.4,93.444,-36.1,4.97,5228.1
1,0,25,2,1.4,94.465,-41.8,4.959,5228.1
8,0,185,2,-1.8,93.075,-47.1,1.466,5099.1
8,0,476,2,-1.8,93.075,-47.1,1.405,5099.1
1,0,84,21,1.4,94.465,-41.8,4.864,5228.1
1,0,88,3,1.4,94.465,-41.8,4.947,5228.1
3,0,257,2,1.4,93.444,-36.1,4.965,5228.1
5,0,467,0,-0.1,93.2,-42.0,4.021,5195.8
2,0,384,0,1.4,93.918,-42.7,4.962,5228.1
8,0,217,0,-1.8,93.075,-47.1,1.405,5099.1
3,0,80,0,1.4,93.444,-36.1,4.966,5228.1
3,0,90,0,1.4,93.444,-36.1,4.964,5228.1
1,0,185,0,-2.9,92.963,-40.8,1.099,5076.2
3,0,203,0,1.4,93.444,-36.1,4.964,5228.1
1,0,124,1,1.4,94.465,-41.8,4.866,5228.1
0,0,188,0,1.1,93.994,-36.4,4.859,5191.0
1,0,74,0,-2.9,92.963,-40.8,1.26,5076.2
2,0,11,4,1.4,93.918,-42.7,4.968,5228.1
0,0,413,0,1.1,93.994,-36.4,4.86,5191.0
0,0,50,1,1.1,93.994,-36.4,4.857,5191.0
2,0,57,1,1.4,93.918,-42.7,4.957,5228.1
0,0,233,0,-1.8,92.893,-46.2,1.25,5099.1
1,0,655,3,1.4,94.465,-41.8,4.958,5228.1
2,0,675,2,1.4,93.918,-42.7,4.963,5228.1
8,0,147,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,123,16,1.1,93.994,-36.4,4.857,5191.0
0,0,448,1,1.1,93.994,-36.4,4.859,5191.0
0,0,349,0,-1.8,92.893,-46.2,1.313,5099.1
1,0,95,1,1.4,94.465,-41.8,4.864,5228.1
0,0,1022,3,1.1,93.994,-36.4,4.858,5191.0
0,0,274,1,1.1,93.994,-36.4,4.864,5191.0
0,0,300,2,-1.8,92.893,-46.2,1.299,5099.1
8,0,126,3,-1.8,93.075,-47.1,1.435,5099.1
0,0,57,0,-1.8,92.893,-46.2,1.313,5099.1
0,0,49,0,-1.8,92.893,-46.2,1.313,5099.1
4,0,362,0,-1.1,94.601,-49.5,0.982,4963.6
2,0,350,0,1.4,93.918,-42.7,4.957,5228.1
3,0,16,10,1.4,93.444,-36.1,4.962,5228.1
0,0,336,0,-1.8,92.893,-46.2,1.244,5099.1
2,0,35,0,-1.7,94.215,-40.3,0.835,4991.6
2,0,58,2,-2.9,92.469,-33.6,0.969,5076.2
3,0,7,7,1.4,93.444,-36.1,4.962,5228.1
0,0,217,5,-1.8,92.893,-46.2,1.25,5099.1
3,0,92,1,1.4,93.444,-36.1,4.964,5228.1
2,1,261,0,-1.7,94.215,-40.3,0.846,4991.6
3,0,390,2,1.4,93.444,-36.1,4.968,5228.1
3,0,129,1,1.4,93.444,-36.1,4.963,5228.1
5,0,42,1,-0.1,93.2,-42.0,4.191,5195.8
2,0,42,0,1.4,93.918,-42.7,4.962,5228.1
8,0,97,0,-1.8,93.749,-34.6,0.663,5008.7
1,0,135,0,1.4,94.465,-41.8,4.961,5228.1
1,0,91,1,1.4,94.465,-41.8,4.961,5228.1
2,0,149,3,1.4,93.918,-42.7,4.962,5228.1
3,0,210,0,1.4,93.444,-36.1,4.963,5228.1
1,0,128,1,1.4,94.465,-41.8,4.958,5228.1
3,0,66,9,1.4,93.444,-36.1,4.962,5228.1
0,0,109,2,1.1,93.994,-36.4,4.857,5191.0
0,0,141,8,1.1,93.994,-36.4,4.864,5191.0
2,0,225,1,1.4,93.918,-42.7,4.963,5228.1
1,0,55,0,1.4,94.465,-41.8,4.961,5228.1
8,0,80,4,-1.8,93.075,-47.1,1.372,5099.1
3,14,161,2,-2.9,92.201,-31.4,0.838,5076.2
0,0,180,5,1.1,93.994,-36.4,4.858,5191.0
0,0,219,0,1.1,93.994,-36.4,4.855,5191.0
8,0,115,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,116,1,-1.8,92.893,-46.2,1.334,5099.1
3,0,124,1,1.4,93.444,-36.1,4.966,5228.1
5,0,103,1,-0.1,93.2,-42.0,4.153,5195.8
0,0,46,5,-1.8,92.893,-46.2,1.244,5099.1
2,0,9,4,1.4,93.918,-42.7,4.968,5228.1
0,0,493,1,1.1,93.994,-36.4,4.857,5191.0
0,0,510,4,1.1,93.994,-36.4,4.864,5191.0
2,0,213,0,1.4,93.918,-42.7,4.96,5228.1
0,0,162,0,1.1,93.994,-36.4,4.856,5191.0
2,0,164,0,1.4,93.918,-42.7,4.963,5228.1
9,0,691,1,-1.1,94.199,-37.5,0.886,4963.6
0,0,83,2,1.1,93.994,-36.4,4.86,5191.0
2,0,147,3,1.4,93.918,-42.7,4.963,5228.1
3,0,70,0,1.4,93.444,-36.1,4.97,5228.1
1,0,140,1,1.4,94.465,-41.8,4.96,5228.1
0,0,181,0,1.1,93.994,-36.4,4.857,5191.0
8,0,247,0,-1.8,93.075,-47.1,1.405,5099.1
8,0,1203,1,-1.8,93.075,-47.1,1.479,5099.1
0,0,746,0,1.1,93.994,-36.4,4.86,5191.0
0,0,488,0,-1.8,92.893,-46.2,1.334,5099.1
2,0,302,2,1.4,93.918,-42.7,4.957,5228.1
8,0,127,0,-1.8,93.075,-47.1,1.365,5099.1
2,0,273,2,1.4,93.918,-42.7,4.959,5228.1
5,0,82,0,-0.1,93.2,-42.0,4.12,5195.8
0,0,617,0,1.1,93.994,-36.4,4.856,5191.0
3,0,224,0,1.4,93.444,-36.1,4.963,5228.1
3,0,239,0,1.4,93.444,-36.1,4.965,5228.1
0,0,181,0,1.1,93.994,-36.4,4.855,5191.0
2,0,271,1,1.4,93.918,-42.7,4.958,5228.1
0,0,48,2,-1.8,92.893,-46.2,1.291,5099.1
0,0,173,2,1.1,93.994,-36.4,4.858,5191.0
2,0,234,1,1.4,93.918,-42.7,4.96,5228.1
7,0,229,0,-1.8,93.369,-34.8,0.655,5008.7
0,0,258,4,1.1,93.994,-36.4,4.857,5191.0
2,0,184,0,1.4,93.918,-42.7,4.958,5228.1
0,0,83,1,1.1,93.994,-36.4,4.857,5191.0
1,0,199,3,1.4,94.465,-41.8,4.864,5228.1
1,0,267,9,1.4,94.465,-41.8,4.865,5228.1
0,0,208,1,1.1,93.994,-36.4,4.857,5191.0
2,0,118,2,1.4,93.918,-42.7,4.957,5228.1
0,0,216,6,1.1,93.994,-36.4,4.86,5191.0
0,0,181,3,1.1,93.994,-36.4,4.857,5191.0
8,0,211,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,302,1,1.1,93.994,-36.4,4.857,5191.0
3,0,108,1,1.4,93.444,-36.1,4.964,5228.1
3,0,27,0,-1.7,94.027,-38.3,0.886,4991.6
0,0,176,0,-1.8,92.893,-46.2,1.327,5099.1
6,0,377,4,-3.0,92.713,-33.0,0.718,5023.5
0,0,80,0,1.1,93.994,-36.4,4.857,5191.0
8,0,900,1,-1.8,93.075,-47.1,1.365,5099.1
2,0,505,1,1.4,93.918,-42.7,4.963,5228.1
0,0,25,0,-1.8,92.893,-46.2,1.291,5099.1
1,0,1516,1,1.4,94.465,-41.8,4.864,5228.1
0,0,143,2,-1.8,92.893,-46.2,1.334,5099.1
3,0,629,1,1.4,93.444,-36.1,4.966,5228.1
0,0,66,1,1.1,93.994,-36.4,4.864,5191.0
0,0,86,1,1.1,93.994,-36.4,4.858,5191.0
0,0,312,1,1.1,93.994,-36.4,4.857,5191.0
0,0,328,3,1.1,93.994,-36.4,4.86,5191.0
0,0,91,0,1.1,93.994,-36.4,4.856,5191.0
0,0,107,1,-1.8,92.893,-46.2,1.291,5099.1
3,0,400,2,-2.9,92.201,-31.4,0.883,5076.2
0,0,192,0,-1.8,93.876,-40.0,0.677,5008.7
0,0,98,0,1.1,93.994,-36.4,4.857,5191.0
3,0,385,3,1.4,93.444,-36.1,4.968,5228.1
5,0,37,3,-0.1,93.2,-42.0,4.076,5195.8
2,0,425,2,1.4,93.918,-42.7,4.962,5228.1
1,0,96,1,-2.9,92.963,-40.8,1.262,5076.2
0,11,293,0,-1.8,92.893,-46.2,1.334,5099.1
0,0,172,0,-1.8,92.893,-46.2,1.281,5099.1
2,0,530,2,1.4,93.918,-42.7,4.968,5228.1
5,0,261,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,83,1,-1.8,92.893,-46.2,1.266,5099.1
0,0,248,0,-1.8,92.893,-46.2,1.281,5099.1
3,0,116,0,1.4,93.444,-36.1,4.965,5228.1
1,0,352,1,-2.9,92.963,-40.8,1.26,5076.2
0,0,636,5,1.1,93.994,-36.4,4.859,5191.0
0,0,124,0,-1.8,92.893,-46.2,1.327,5099.1
0,0,675,2,-1.8,92.893,-46.2,1.354,5099.1
8,0,342,0,-1.8,93.075,-47.1,1.423,5099.1
0,11,159,1,-1.8,92.893,-46.2,1.299,5099.1
0,0,236,2,-1.8,92.893,-46.2,1.244,5099.1
0,0,104,0,1.1,93.994,-36.4,4.86,5191.0
0,0,683,1,1.1,93.994,-36.4,4.857,5191.0
5,0,188,0,-0.1,93.2,-42.0,4.153,5195.8
3,0,60,0,1.4,93.444,-36.1,4.964,5228.1
0,0,417,5,1.1,93.994,-36.4,4.857,5191.0
0,0,41,1,-1.8,92.893,-46.2,1.266,5099.1
2,0,121,2,1.4,93.918,-42.7,4.961,5228.1
3,0,168,1,1.4,93.444,-36.1,4.964,5228.1
0,0,355,0,1.1,93.994,-36.4,4.86,5191.0
5,0,86,0,-0.1,93.2,-42.0,4.191,5195.8
2,0,108,0,1.4,93.918,-42.7,4.955,5228.1
0,0,280,1,1.1,93.994,-36.4,4.855,5191.0
3,0,1464,1,1.4,93.444,-36.1,4.964,5228.1
0,0,378,2,-1.8,92.893,-46.2,1.354,5099.1
5,0,178,4,-0.1,93.2,-42.0,4.12,5195.8
2,0,160,1,1.4,93.918,-42.7,4.962,5228.1
0,0,119,1,1.1,93.994,-36.4,4.864,5191.0
3,0,1144,2,1.4,93.444,-36.1,4.965,5228.1
0,0,418,7,1.1,93.994,-36.4,4.86,5191.0
9,0,81,4,-3.4,92.379,-29.8,0.819,5017.5
1,0,193,0,-1.7,94.055,-39.8,0.739,4991.6
1,0,103,1,1.4,94.465,-41.8,4.96,5228.1
9,0,86,0,-3.4,92.379,-29.8,0.819,5017.5
5,0,110,0,-0.1,93.2,-42.0,4.153,5195.8
0,0,187,1,1.1,93.994,-36.4,4.86,5191.0
2,0,543,0,1.4,93.918,-42.7,4.968,5228.1
5,0,271,0,-0.1,93.2,-42.0,4.021,5195.8
2,0,230,0,1.4,93.918,-42.7,4.962,5228.1
0,13,133,0,-1.8,92.893,-46.2,1.327,5099.1
0,0,349,1,1.1,93.994,-36.4,4.857,5191.0
0,0,399,1,-1.8,92.893,-46.2,1.344,5099.1
0,0,141,0,-1.8,92.893,-46.2,1.266,5099.1
0,0,14,3,-1.8,92.893,-46.2,1.281,5099.1
1,0,403,4,1.4,94.465,-41.8,4.958,5228.1
8,12,297,0,-1.8,93.075,-47.1,1.365,5099.1
8,0,7,5,-1.8,93.075,-47.1,1.405,5099.1
0,0,410,3,-1.8,92.893,-46.2,1.354,5099.1
0,0,127,0,1.1,93.994,-36.4,4.855,5191.0
5,0,143,2,-0.1,93.2,-42.0,4.12,5195.8
5,0,251,1,-0.1,93.2,-42.0,4.021,5195.8
8,0,218,0,-1.8,93.075,-47.1,1.41,5099.1
0,0,4,3,1.1,93.994,-36.4,4.857,5191.0
0,0,276,0,1.1,93.994,-36.4,4.857,5191.0
2,0,374,4,1.4,93.918,-42.7,4.961,5228.1
0,0,270,2,-1.8,92.893,-46.2,1.327,5099.1
5,0,240,0,-0.1,93.2,-42.0,4.191,5195.8
0,0,239,3,1.1,93.994,-36.4,4.857,5191.0
8,0,774,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,820,0,1.1,93.994,-36.4,4.857,5191.0
0,0,210,0,-1.8,92.893,-46.2,1.259,5099.1
2,0,372,0,-2.9,92.469,-33.6,1.085,5076.2
0,0,257,0,-1.8,92.893,-46.2,1.334,5099.1
0,0,80,0,-1.8,92.893,-46.2,1.299,5099.1
5,0,288,0,-0.1,93.2,-42.0,4.021,5195.8
8,0,71,0,-1.8,93.075,-47.1,1.435,5099.1
0,0,52,0,-1.8,92.893,-46.2,1.313,5099.1
0,0,907,1,1.1,93.994,-36.4,4.856,5191.0
9,0,344,0,-3.4,92.379,-29.8,0.781,5017.5
0,0,184,3,-1.8,92.893,-46.2,1.25,5099.1
7,0,73,1,-1.8,92.843,-50.0,1.538,5099.1
3,19,510,1,-1.7,94.027,-38.3,0.904,4991.6
0,0,257,0,1.1,93.994,-36.4,4.859,5191.0
0,0,141,0,-1.8,92.893,-46.2,1.327,5099.1
4,0,280,0,-3.4,92.431,-26.9,0.74,5017.5
5,0,43,1,-0.1,93.2,-42.0,4.153,5195.8
3,0,407,1,1.4,93.444,-36.1,4.968,5228.1
5,0,163,1,-0.1,93.2,-42.0,4.153,5195.8
3,0,20,30,1.4,93.444,-36.1,4.964,5228.1
2,0,91,0,1.4,93.918,-42.7,4.968,5228.1
2,0,609,2,1.4,93.918,-42.7,4.961,5228.1
5,0,58,0,-0.1,93.2,-42.0,4.153,5195.8
3,0,203,0,-2.9,92.201,-31.4,0.883,5076.2
0,0,245,0,1.1,93.994,-36.4,4.855,5191.0
1,0,205,4,1.4,94.465,-41.8,4.959,5228.1
7,1,427,0,-1.8,93.369,-34.8,0.646,5008.7
0,0,159,3,1.1,93.994,-36.4,4.855,5191.0
0,1,309,0,-1.8,93.876,-40.0,0.682,5008.7
0,0,296,0,-1.8,92.893,-46.2,1.281,5099.1
5,0,69,0,-0.1,93.2,-42.0,4.12,5195.8
3,0,136,1,1.4,93.444,-36.1,4.966,5228.1
3,0,156,0,1.4,93.444,-36.1,4.966,5228.1
8,0,281,0,-1.8,93.075,-47.1,1.41,5099.1
9,0,90,3,-3.4,92.379,-29.8,0.773,5017.5
0,0,261,0,1.1,93.994,-36.4,4.859,5191.0
0,0,340,2,-1.8,92.893,-46.2,1.266,5099.1
0,0,139,0,1.1,93.994,-36.4,4.855,5191.0
2,0,193,1,1.4,93.918,-42.7,4.962,5228.1
0,0,103,0,-1.8,92.893,-46.2,1.281,5099.1
0,0,44,0,1.1,93.994,-36.4,4.86,5191.0
3,0,311,4,1.4,93.444,-36.1,4.967,5228.1
0,0,785,0,1.1,93.994,-36.4,4.857,5191.0
8,0,201,5,-1.8,93.075,-47.1,1.415,5099.1
4,0,837,1,-3.4,92.431,-26.9,0.743,5017.5
0,0,563,1,1.1,93.994,-36.4,4.858,5191.0
0,0,529,0,1.1,93.994,-36.4,4.857,5191.0
0,7,639,1,-1.8,92.893,-46.2,1.327,5099.1
0,0,109,0,-1.8,93.876,-40.0,0.677,5008.7
0,0,80,0,1.1,93.994,-36.4,4.859,5191.0
2,0,167,0,1.4,93.918,-42.7,4.968,5228.1
5,0,212,0,-1.1,94.767,-50.8,1.05,4963.6
0,0,361,0,1.1,93.994,-36.4,4.857,5191.0
0,0,97,0,1.1,93.994,-36.4,4.858,5191.0
3,0,74,1,-2.9,92.201,-31.4,0.879,5076.2
0,0,104,1,-1.8,92.893,-46.2,1.327,5099.1
1,0,101,4,1.4,94.465,-41.8,4.947,5228.1
3,0,166,1,1.4,93.444,-36.1,4.97,5228.1
0,0,63,0,-1.8,92.893,-46.2,1.313,5099.1
8,0,475,5,-1.8,93.075,-47.1,1.466,5099.1
3,0,299,0,1.4,93.444,-36.1,4.963,5228.1
0,0,554,0,1.1,93.994,-36.4,4.859,5191.0
1,0,420,3,1.4,94.465,-41.8,4.866,5228.1
2,0,265,0,1.4,93.918,-42.7,4.962,5228.1
0,0,175,4,-1.8,92.893,-46.2,1.291,5099.1
0,0,461,0,1.1,93.994,-36.4,4.86,5191.0
2,0,188,0,1.4,93.918,-42.7,4.962,5228.1
1,0,94,0,1.4,94.465,-41.8,4.962,5228.1
0,0,576,1,-1.8,92.893,-46.2,1.334,5099.1
5,1,308,0,-0.1,93.2,-42.0,4.076,5195.8
9,0,99,0,-3.4,92.379,-29.8,0.797,5017.5
1,0,605,5,1.4,94.465,-41.8,4.865,5228.1
8,0,245,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,253,1,1.1,93.994,-36.4,4.86,5191.0
5,0,1120,1,-0.1,93.2,-42.0,4.12,5195.8
5,0,282,1,-0.1,93.2,-42.0,4.076,5195.8
5,0,358,0,-3.4,92.649,-30.1,0.72,5017.5
0,0,825,1,1.1,93.994,-36.4,4.864,5191.0
1,0,287,2,1.4,94.465,-41.8,4.959,5228.1
2,0,784,0,1.4,93.918,-42.7,4.962,5228.1
3,0,314,1,1.4,93.444,-36.1,4.964,5228.1
9,0,134,2,-3.4,92.379,-29.8,0.768,5017.5
4,1,134,0,-3.4,92.431,-26.9,0.743,5017.5
3,0,173,6,1.4,93.444,-36.1,4.966,5228.1
5,0,61,2,-0.1,93.2,-42.0,4.153,5195.8
2,0,255,0,1.4,93.918,-42.7,4.963,5228.1
0,0,310,2,1.1,93.994,-36.4,4.86,5191.0
2,0,149,0,1.4,93.918,-42.7,4.957,5228.1
0,0,676,2,-1.8,92.893,-46.2,1.25,5099.1
2,0,248,0,1.4,93.918,-42.7,4.962,5228.1
0,0,873,0,-1.8,92.893,-46.2,1.327,5099.1
5,0,164,0,-0.1,93.2,-42.0,4.191,5195.8
5,0,55,0,-0.1,93.2,-42.0,4.12,5195.8
1,0,153,0,1.4,94.465,-41.8,4.866,5228.1
2,0,200,5,-1.7,94.215,-40.3,0.827,4991.6
2,0,53,5,1.4,93.918,-42.7,4.959,5228.1
9,0,131,0,-1.1,94.199,-37.5,0.882,4963.6
2,0,145,0,1.4,93.918,-42.7,4.962,5228.1
0,0,283,0,-1.8,92.893,-46.2,1.244,5099.1
1,0,73,0,1.4,94.465,-41.8,4.961,5228.1
0,0,154,2,1.1,93.994,-36.4,4.857,5191.0
3,0,196,1,-2.9,92.201,-31.4,0.854,5076.2
0,0,220,1,1.1,93.994,-36.4,4.855,5191.0
5,0,566,1,-0.1,93.2,-42.0,4.076,5195.8
2,0,77,10,1.4,93.918,-42.7,4.963,5228.1
8,0,171,0,-1.8,93.075,-47.1,1.365,5099.1
0,0,377,0,-1.8,92.893,-46.2,1.25,5099.1
5,0,436,0,-0.1,93.2,-42.0,4.12,5195.8
1,0,59,7,1.4,94.465,-41.8,4.961,5228.1
5,0,361,1,-0.1,93.2,-42.0,4.153,5195.8
1,0,43,0,1.4,94.465,-41.8,4.958,5228.1
0,0,652,1,1.1,93.994,-36.4,4.864,5191.0
3,0,79,0,1.4,93.444,-36.1,4.97,5228.1
0,0,1143,3,-1.8,92.893,-46.2,1.299,5099.1
3,0,91,0,1.4,93.444,-36.1,4.968,5228.1
0,0,15,7,-1.8,92.893,-46.2,1.291,5099.1
5,0,145,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,188,1,1.1,93.994,-36.4,4.864,5191.0
1,0,174,0,1.4,94.465,-41.8,4.967,5228.1
8,0,400,0,-1.8,93.075,-47.1,1.365,5099.1
1,0,151,0,-2.9,92.963,-40.8,1.26,5076.2
0,0,188,1,-1.8,92.893,-46.2,1.327,5099.1
5,0,42,0,-0.1,93.2,-42.0,4.076,5195.8
2,0,295,3,1.4,93.918,-42.7,4.961,5228.1
8,0,177,0,-1.8,93.075,-47.1,1.405,5099.1
2,0,568,2,1.4,93.918,-42.7,4.962,5228.1
2,0,116,0,1.4,93.918,-42.7,4.962,5228.1
0,0,348,0,-1.8,92.893,-46.2,1.266,5099.1
0,0,158,1,-1.8,92.893,-46.2,1.291,5099.1
0,0,566,0,-1.8,92.893,-46.2,1.266,5099.1
3,0,329,0,-2.9,92.201,-31.4,0.883,5076.2
0,0,79,3,1.1,93.994,-36.4,4.855,5191.0
0,0,315,3,1.1,93.994,-36.4,4.855,5191.0
0,0,151,0,1.1,93.994,-36.4,4.858,5191.0
0,0,323,0,-1.8,92.893,-46.2,1.299,5099.1
0,0,494,1,1.1,93.994,-36.4,4.858,5191.0
5,0,58,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,201,1,1.1,93.994,-36.4,4.857,5191.0
0,0,317,6,1.1,93.994,-36.4,4.86,5191.0
4,0,109,2,-3.4,92.431,-26.9,0.739,5017.5
0,0,158,1,1.1,93.994,-36.4,4.859,5191.0
5,5,104,1,-0.1,93.2,-42.0,4.153,5195.8
0,0,102,2,1.1,93.994,-36.4,4.86,5191.0
3,0,135,2,1.4,93.444,-36.1,4.965,5228.1
