month_n,pdays_n,duration,campaign_n,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
5,0,115,1,-0.1,93.2,-42.0,4.191,5195.8
1,0,197,4,1.4,94.465,-41.8,4.864,5228.1
2,0,101,2,1.4,93.918,-42.7,4.961,5228.1
3,0,189,0,1.4,93.444,-36.1,4.966,5228.1
1,0,125,0,1.4,94.465,-41.8,4.959,5228.1
3,0,151,0,-2.9,92.201,-31.4,0.884,5076.2
1,0,89,1,-2.9,92.963,-40.8,1.26,5076.2
2,0,462,3,1.4,93.918,-42.7,4.961,5228.1
1,0,134,2,1.4,94.465,-41.8,4.865,5228.1
2,0,387,4,1.4,93.918,-42.7,4.961,5228.1
0,0,412,4,-1.8,92.893,-46.2,1.244,5099.1
1,0,163,1,1.4,94.465,-41.8,4.865,5228.1
0,0,1805,3,-1.8,92.893,-46.2,1.281,5099.1
5,3,271,1,-3.4,92.649,-30.1,0.714,5017.5
0,0,164,0,1.1,93.994,-36.4,4.855,5191.0
1,0,61,0,1.4,94.465,-41.8,4.967,5228.1
1,0,262,1,1.4,94.465,-41.8,4.959,5228.1
9,0,425,0,-1.1,94.199,-37.5,0.886,4963.6
5,0,204,0,-0.1,93.2,-42.0,4.663,5195.8
4,0,113,0,-3.4,92.431,-26.9,0.728,5017.5
1,15,112,1,-1.7,94.055,-39.8,0.739,4991.6
5,0,83,3,-3.4,92.649,-30.1,0.722,5017.5
6,9,2062,1,-3.0,92.713,-33.0,0.709,5023.5
2,0,62,0,1.4,93.918,-42.7,4.961,5228.1
0,0,204,1,1.1,93.994,-36.4,4.857,5191.0
2,0,165,1,1.4,93.918,-42.7,4.961,5228.1
0,0,166,1,1.1,93.994,-36.4,4.855,5191.0
2,0,189,0,1.4,93.918,-42.7,4.963,5228.1
3,0,119,8,1.4,93.444,-36.1,4.965,5228.1
1,13,563,0,-1.7,94.055,-39.8,0.72,4991.6
7,0,151,0,-1.8,93.369,-34.8,0.646,5008.7
5,0,211,0,-0.1,93.2,-42.0,4.12,5195.8
5,0,55,4,-0.1,93.2,-42.0,4.021,5195.8
1,0,133,2,1.4,94.465,-41.8,4.967,5228.1
5,0,187,0,-0.1,93.2,-42.0,4.12,5195.8
0,0,375,1,1.1,93.994,-36.4,4.855,5191.0
4,1,221,1,-3.4,92.431,-26.9,0.73,5017.5
2,0,297,2,1.4,93.918,-42.7,4.962,5228.1
0,0,121,3,1.1,93.994,-36.4,4.857,5191.0
1,0,159,1,1.4,94.465,-41.8,4.958,5228.1
5,0,155,0,-0.1,93.2,-42.0,4.076,5195.8
2,0,269,0,1.4,93.918,-42.7,4.957,5228.1
0,0,438,4,1.1,93.994,-36.4,4.86,5191.0
0,0,253,0,1.1,93.994,-36.4,4.856,5191.0
3,6,288,0,-1.7,94.027,-38.3,0.9,4991.6
5,0,267,1,-0.1,93.2,-42.0,4.021,5195.8
3,0,394,0,1.4,93.444,-36.1,4.963,5228.1
3,0,414,0,-2.9,92.201,-31.4,0.873,5076.2
2,0,302,2,1.4,93.918,-42.7,4.962,5228.1
8,0,48,2,-1.8,93.075,-47.1,1.405,5099.1
0,0,147,0,1.1,93.994,-36.4,4.857,5191.0
0,0,58,0,1.1,93.994,-36.4,4.857,5191.0
2,0,587,4,1.4,93.918,-42.7,4.962,5228.1
1,0,124,1,1.4,94.465,-41.8,4.96,5228.1
8,0,1624,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,156,4,1.1,93.994,-36.4,4.86,5191.0
3,0,76,0,1.4,93.444,-36.1,4.965,5228.1
3,0,147,1,1.4,93.444,-36.1,4.964,5228.1
3,0,600,1,1.4,93.444,-36.1,4.965,5228.1
3,0,120,2,1.4,93.444,-36.1,4.963,5228.1
3,0,263,6,1.4,93.444,-36.1,4.964,5228.1
8,0,381,0,-1.8,93.075,-47.1,1.365,5099.1
1,0,147,0,-2.9,92.963,-40.8,1.26,5076.2
0,0,337,1,-1.8,92.893,-46.2,1.334,5099.1
0,0,140,2,1.1,93.994,-36.4,4.857,5191.0
0,0,319,4,1.1,93.994,-36.4,4.857,5191.0
3,0,117,0,1.4,93.444,-36.1,4.968,5228.1
9,0,97,4,-3.4,92.379,-29.8,0.819,5017.5
4,0,73,2,-1.1,94.601,-49.5,0.972,4963.6
0,0,128,0,1.1,93.994,-36.4,4.855,5191.0
4,0,143,1,-3.4,92.431,-26.9,0.739,5017.5
1,0,457,0,1.4,94.465,-41.8,4.864,5228.1
0,0,265,1,1.1,93.994,-36.4,4.857,5191.0
1,0,157,1,1.4,94.465,-41.8,4.864,5228.1
0,0,153,1,1.1,93.994,-36.4,4.864,5191.0
2,0,498,1,1.4,93.918,-42.7,4.963,5228.1
0,0,31,1,1.1,93.994,-36.4,4.856,5191.0
5,0,68,1,-0.1,93.2,-42.0,4.191,5195.8
2,0,885,0,1.4,93.918,-42.7,4.957,5228.1
2,0,560,0,1.4,93.918,-42.7,4.962,5228.1
0,0,362,3,1.1,93.994,-36.4,4.857,5191.0
3,0,372,2,1.4,93.444,-36.1,4.965,5228.1
0,0,160,3,-1.8,92.893,-46.2,1.354,5099.1
1,0,33,0,1.4,94.465,-41.8,4.959,5228.1
2,0,555,1,1.4,93.918,-42.7,4.961,5228.1
0,0,167,0,1.1,93.994,-36.4,4.856,5191.0
0,0,222,1,-1.8,92.893,-46.2,1.334,5099.1
3,0,180,0,1.4,93.444,-36.1,4.963,5228.1
0,0,210,1,1.1,93.994,-36.4,4.856,5191.0
3,0,49,2,1.4,93.444,-36.1,4.966,5228.1
0,0,430,0,1.1,93.994,-36.4,4.857,5191.0
2,0,125,1,1.4,93.918,-42.7,4.96,5228.1
2,0,258,5,-2.9,92.469,-33.6,0.908,5076.2
0,0,107,0,1.1,93.994,-36.4,4.859,5191.0
3,0,0,9,1.4,93.444,-36.1,4.965,5228.1
5,0,105,3,-0.1,93.2,-42.0,4.021,5195.8
8,0,68,2,-1.8,93.075,-47.1,1.405,5099.1
8,4,281,0,-1.8,93.075,-47.1,1.445,5099.1
2,0,109,4,1.4,93.918,-42.7,4.963,5228.1
0,0,205,0,1.1,93.994,-36.4,4.86,5191.0
0,0,156,1,1.1,93.994,-36.4,4.857,5191.0
1,0,290,0,1.4,94.465,-41.8,4.866,5228.1
3,0,105,0,1.4,93.444,-36.1,4.964,5228.1
0,0,97,2,-1.8,92.893,-46.2,1.291,5099.1
1,0,737,5,-1.7,94.055,-39.8,0.754,4991.6
5,0,1307,2,-0.1,93.2,-42.0,4.12,5195.8
3,0,237,0,1.4,93.444,-36.1,4.965,5228.1
0,0,165,0,1.1,93.994,-36.4,4.857,5191.0
1,0,313,1,1.4,94.465,-41.8,4.865,5228.1
2,0,293,0,1.4,93.918,-42.7,4.963,5228.1
9,0,295,3,-3.4,92.379,-29.8,0.797,5017.5
8,0,1372,3,-1.8,93.075,-47.1,1.415,5099.1
3,0,122,2,1.4,93.444,-36.1,4.968,5228.1
3,0,83,2,1.4,93.444,-36.1,4.967,5228.1
3,0,837,1,1.4,93.444,-36.1,4.968,5228.1
2,0,154,0,1.4,93.918,-42.7,4.966,5228.1
0,0,675,1,-1.8,92.893,-46.2,1.354,5099.1
0,0,24,19,1.1,93.994,-36.4,4.86,5191.0
0,0,691,4,1.1,93.994,-36.4,4.857,5191.0
2,0,137,3,1.4,93.918,-42.7,4.961,5228.1
3,0,78,0,1.4,93.444,-36.1,4.964,5228.1
1,0,65,2,1.4,94.465,-41.8,4.864,5228.1
2,0,178,1,1.4,93.918,-42.7,4.963,5228.1
1,0,195,5,-1.7,94.055,-39.8,0.748,4991.6
7,0,415,0,-1.8,92.843,-50.0,1.52,5099.1
5,0,214,0,-0.1,93.2,-42.0,4.076,5195.8
3,0,90,0,1.4,93.444,-36.1,4.97,5228.1
7,0,138,7,-1.8,92.843,-50.0,1.52,5099.1
2,0,252,5,1.4,93.918,-42.7,4.957,5228.1
2,0,80,1,1.4,93.918,-42.7,4.961,5228.1
0,0,59,2,1.1,93.994,-36.4,4.857,5191.0
3,0,165,0,1.4,93.444,-36.1,4.967,5228.1
5,0,302,2,-0.1,93.2,-42.0,4.076,5195.8
5,0,164,3,-0.1,93.2,-42.0,4.076,5195.8
9,0,121,1,-3.4,92.379,-29.8,0.781,5017.5
1,0,135,0,1.4,94.465,-41.8,4.961,5228.1
1,0,286,0,1.4,94.465,-41.8,4.96,5228.1
2,0,101,0,1.4,93.918,-42.7,4.963,5228.1
5,0,74,0,-0.1,93.2,-42.0,4.076,5195.8
4,0,209,0,-1.1,94.601,-49.5,1.0,4963.6
0,0,105,1,1.1,93.994,-36.4,4.86,5191.0
1,0,14,8,1.4,94.465,-41.8,4.959,5228.1
1,0,678,3,1.4,94.465,-41.8,4.959,5228.1
0,0,828,3,1.1,93.994,-36.4,4.858,5191.0
3,0,91,0,1.4,93.444,-36.1,4.968,5228.1
1,0,103,2,1.4,94.465,-41.8,4.959,5228.1
5,0,769,3,-0.1,93.2,-42.0,4.076,5195.8
0,0,645,1,1.1,93.994,-36.4,4.86,5191.0
0,0,289,0,1.1,93.994,-36.4,4.857,5191.0
1,0,48,4,1.4,94.465,-41.8,4.967,5228.1
2,0,98,0,-2.9,92.469,-33.6,1.072,5076.2
0,0,81,1,-1.8,92.893,-46.2,1.313,5099.1
0,0,214,0,-1.8,92.893,-46.2,1.266,5099.1
1,0,135,2,1.4,94.465,-41.8,4.962,5228.1
0,0,227,1,-1.8,92.893,-46.2,1.334,5099.1
1,0,204,3,1.4,94.465,-41.8,4.96,5228.1
0,0,217,0,1.1,93.994,-36.4,4.86,5191.0
3,0,25,10,1.4,93.444,-36.1,4.962,5228.1
3,0,395,2,1.4,93.444,-36.1,4.963,5228.1
2,0,116,0,1.4,93.918,-42.7,4.962,5228.1
5,0,85,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,459,1,1.1,93.994,-36.4,4.855,5191.0
0,0,90,0,1.1,93.994,-36.4,4.856,5191.0
5,0,106,1,-0.1,93.2,-42.0,4.076,5195.8
5,0,18,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,80,0,-1.8,92.893,-46.2,1.313,5099.1
0,0,178,0,1.1,93.994,-36.4,4.86,5191.0
0,0,73,0,1.1,93.994,-36.4,4.858,5191.0
1,0,168,0,1.4,94.465,-41.8,4.958,5228.1
3,0,284,3,1.4,93.444,-36.1,4.966,5228.1
0,0,105,0,-1.8,92.893,-46.2,1.313,5099.1
3,0,140,0,1.4,93.444,-36.1,4.964,5228.1
0,0,387,0,1.1,93.994,-36.4,4.859,5191.0
1,0,119,1,1.4,94.465,-41.8,4.96,5228.1
1,0,64,0,1.4,94.465,-41.8,4.961,5228.1
0,0,45,0,-1.8,92.893,-46.2,1.334,5099.1
3,0,192,0,-1.7,94.027,-38.3,0.899,4991.6
3,0,173,0,1.4,93.444,-36.1,4.963,5228.1
5,0,127,0,-0.1,93.2,-42.0,4.021,5195.8
2,0,259,0,1.4,93.918,-42.7,4.963,5228.1
0,0,235,1,-1.8,92.893,-46.2,1.344,5099.1
1,0,160,2,1.4,94.465,-41.8,4.959,5228.1
5,0,291,0,-0.1,93.2,-42.0,4.12,5195.8
8,0,157,0,-1.8,93.075,-47.1,1.405,5099.1
2,0,130,0,1.4,93.918,-42.7,4.962,5228.1
2,0,83,0,1.4,93.918,-42.7,4.962,5228.1
0,0,169,0,1.1,93.994,-36.4,4.858,5191.0
8,0,73,1,-1.8,93.075,-47.1,1.405,5099.1
8,0,340,0,-1.8,93.075,-47.1,1.41,5099.1
0,0,168,0,-1.8,92.893,-46.2,1.344,5099.1
1,0,213,0,1.4,94.465,-41.8,4.961,5228.1
0,0,296,0,-1.8,92.893,-46.2,1.264,5099.1
2,0,102,0,1.4,93.918,-42.7,4.962,5228.1
6,1,127,1,-3.0,92.713,-33.0,0.718,5023.5
5,0,191,1,-0.1,93.2,-42.0,4.153,5195.8
2,0,520,0,1.4,93.918,-42.7,4.957,5228.1
0,0,221,1,1.1,93.994,-36.4,4.86,5191.0
1,0,42,1,1.4,94.465,-41.8,4.967,5228.1
3,0,131,1,1.4,93.444,-36.1,4.965,5228.1
0,0,129,2,1.1,93.994,-36.4,4.857,5191.0
0,0,197,0,1.1,93.994,-36.4,4.859,5191.0
1,0,295,1,1.4,94.465,-41.8,4.96,5228.1
3,0,168,2,1.4,93.444,-36.1,4.968,5228.1
5,0,144,1,-0.1,93.2,-42.0,4.076,5195.8
2,0,151,0,1.4,93.918,-42.7,4.957,5228.1
2,0,262,0,1.4,93.918,-42.7,4.962,5228.1
0,0,507,0,-1.8,92.893,-46.2,1.244,5099.1
5,0,68,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,390,1,1.1,93.994,-36.4,4.864,5191.0
0,0,13,4,-1.8,92.893,-46.2,1.291,5099.1
2,0,532,0,1.4,93.918,-42.7,4.96,5228.1
2,0,88,3,1.4,93.918,-42.7,4.96,5228.1
0,0,205,1,1.1,93.994,-36.4,4.856,5191.0
3,0,145,0,1.4,93.444,-36.1,4.968,5228.1
0,0,320,2,1.1,93.994,-36.4,4.857,5191.0
5,0,174,0,-0.1,93.2,-42.0,4.191,5195.8
0,0,99,3,-1.8,92.893,-46.2,1.354,5099.1
3,0,48,0,1.4,93.444,-36.1,4.965,5228.1
0,0,285,0,1.1,93.994,-36.4,4.857,5191.0
0,0,104,1,1.1,93.994,-36.4,4.86,5191.0
8,0,835,6,-1.8,93.749,-34.6,0.659,5008.7
0,0,297,3,1.1,93.994,-36.4,4.859,5191.0
2,0,329,2,1.4,93.918,-42.7,4.963,5228.1
3,0,103,0,1.4,93.444,-36.1,4.964,5228.1
0,0,123,0,1.1,93.994,-36.4,4.859,5191.0
1,0,327,8,1.4,94.465,-41.8,4.959,5228.1
3,0,83,0,1.4,93.444,-36.1,4.966,5228.1
8,0,65,0,-1.8,93.075,-47.1,1.479,5099.1
3,0,240,1,-2.9,92.201,-31.4,0.873,5076.2
0,0,63,4,1.1,93.994,-36.4,4.857,5191.0
5,0,63,1,-0.1,93.2,-42.0,4.153,5195.8
3,0,52,1,1.4,93.444,-36.1,4.963,5228.1
3,0,255,2,-2.9,92.201,-31.4,0.884,5076.2
3,0,147,2,1.4,93.444,-36.1,4.964,5228.1
2,0,167,0,1.4,93.918,-42.7,4.962,5228.1
2,0,202,2,1.4,93.918,-42.7,4.962,5228.1
0,0,151,8,1.1,93.994,-36.4,4.857,5191.0
8,0,1184,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,233,0,-1.8,92.893,-46.2,1.25,5099.1
2,0,340,0,1.4,93.918,-42.7,4.963,5228.1
7,0,361,1,-1.8,93.369,-34.8,0.635,5008.7
0,0,59,3,-1.8,92.893,-46.2,1.327,5099.1
2,0,166,0,1.4,93.918,-42.7,4.962,5228.1
2,0,396,0,1.4,93.918,-42.7,4.963,5228.1
3,0,552,2,1.4,93.444,-36.1,4.964,5228.1
1,0,140,2,1.4,94.465,-41.8,4.865,5228.1
8,0,261,0,-1.8,93.075,-47.1,1.365,5099.1
0,0,126,2,1.1,93.994,-36.4,4.859,5191.0
5,0,225,1,-0.1,93.2,-42.0,4.021,5195.8
5,0,119,0,-0.1,93.2,-42.0,4.191,5195.8
5,3,147,0,-3.4,92.649,-30.1,0.715,5017.5
8,0,354,0,-1.8,93.075,-47.1,1.405,5099.1
5,0,183,1,-0.1,93.2,-42.0,4.076,5195.8
6,0,796,0,-3.0,92.713,-33.0,0.709,5023.5
2,0,501,1,1.4,93.918,-42.7,4.961,5228.1
1,3,68,0,-2.9,92.963,-40.8,1.215,5076.2
5,0,998,0,-0.1,93.2,-42.0,4.12,5195.8
4,0,268,0,-1.1,94.601,-49.5,1.016,4963.6
9,3,91,0,-3.4,92.379,-29.8,0.77,5017.5
0,0,339,3,1.1,93.994,-36.4,4.864,5191.0
0,0,330,1,-1.8,92.893,-46.2,1.299,5099.1
2,0,32,2,1.4,93.918,-42.7,4.961,5228.1
9,0,11,0,-1.1,94.199,-37.5,0.882,4963.6
0,0,159,1,-1.8,92.893,-46.2,1.264,5099.1
0,0,115,3,1.1,93.994,-36.4,4.857,5191.0
2,0,172,3,1.4,93.918,-42.7,4.961,5228.1
2,0,148,0,1.4,93.918,-42.7,4.963,5228.1
0,0,43,1,1.1,93.994,-36.4,4.855,5191.0
2,0,446,0,1.4,93.918,-42.7,4.963,5228.1
2,0,482,1,1.4,93.918,-42.7,4.96,5228.1
3,0,116,6,1.4,93.444,-36.1,4.965,5228.1
3,0,338,0,-2.9,92.201,-31.4,0.854,5076.2
1,0,93,7,1.4,94.465,-41.8,4.958,5228.1
3,0,78,0,1.4,93.444,-36.1,4.968,5228.1
0,0,1386,0,1.1,93.994,-36.4,4.856,5191.0
2,0,72,1,1.4,93.918,-42.7,4.963,5228.1
5,0,214,1,-0.1,93.2,-42.0,4.12,5195.8
2,0,1130,2,1.4,93.918,-42.7,4.962,5228.1
2,0,245,0,1.4,93.918,-42.7,4.962,5228.1
8,0,551,2,-1.8,93.075,-47.1,1.466,5099.1
5,0,138,0,-0.1,93.2,-42.0,4.12,5195.8
0,0,367,0,1.1,93.994,-36.4,4.856,5191.0
5,0,457,1,-0.1,93.2,-42.0,4.12,5195.8
5,0,222,0,-0.1,93.2,-42.0,4.12,5195.8
0,0,528,0,-1.8,92.893,-46.2,1.281,5099.1
0,0,336,0,1.1,93.994,-36.4,4.857,5191.0
2,0,107,0,1.4,93.918,-42.7,4.962,5228.1
3,0,334,0,1.4,93.444,-36.1,4.965,5228.1
3,0,176,0,-1.7,94.027,-38.3,0.899,4991.6
1,0,311,0,1.4,94.465,-41.8,4.961,5228.1
7,0,422,2,-1.8,92.843,-50.0,1.629,5099.1
0,0,34,0,1.1,93.994,-36.4,4.86,5191.0
2,0,130,1,1.4,93.918,-42.7,4.963,5228.1
5,0,43,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,164,1,1.1,93.994,-36.4,4.857,5191.0
1,0,383,1,-1.7,94.055,-39.8,0.702,4991.6
0,0,124,1,1.1,93.994,-36.4,4.857,5191.0
3,0,101,0,1.4,93.444,-36.1,4.963,5228.1
5,0,106,2,-0.1,93.2,-42.0,4.076,5195.8
0,0,1222,4,1.1,93.994,-36.4,4.857,5191.0
2,0,863,9,1.4,93.918,-42.7,4.961,5228.1
0,0,757,1,1.1,93.994,-36.4,4.857,5191.0
3,0,183,6,1.4,93.444,-36.1,4.962,5228.1
8,0,88,0,-1.8,93.075,-47.1,1.365,5099.1
2,0,704,0,-2.9,92.469,-33.6,1.059,5076.2
1,0,185,1,1.4,94.465,-41.8,4.865,5228.1
3,0,121,0,1.4,93.444,-36.1,4.965,5228.1
0,0,220,0,-1.8,92.893,-46.2,1.299,5099.1
3,0,153,2,1.4,93.444,-36.1,4.965,5228.1
5,0,37,0,-0.1,93.2,-42.0,4.191,5195.8
0,0,21,9,1.1,93.994,-36.4,4.859,5191.0
0,0,120,2,1.1,93.994,-36.4,4.864,5191.0
2,0,1319,1,1.4,93.918,-42.7,4.962,5228.1
0,0,254,0,-1.8,92.893,-46.2,1.299,5099.1
1,0,120,0,1.4,94.465,-41.8,4.961,5228.1
2,0,87,1,1.4,93.918,-42.7,4.961,5228.1
2,0,568,7,1.4,93.918,-42.7,4.962,5228.1
2,0,201,0,1.4,93.918,-42.7,4.962,5228.1
0,0,170,3,-1.8,92.893,-46.2,1.313,5099.1
0,0,320,2,1.1,93.994,-36.4,4.86,5191.0
5,0,11,4,-0.1,93.2,-42.0,4.021,5195.8
5,0,431,0,-0.1,93.2,-42.0,4.191,5195.8
5,0,103,0,-0.1,93.2,-42.0,4.076,5195.8
2,0,127,0,1.4,93.918,-42.7,4.968,5228.1
3,0,703,1,1.4,93.444,-36.1,4.964,5228.1
2,0,56,2,1.4,93.918,-42.7,4.961,5228.1
5,0,117,1,-0.1,93.2,-42.0,4.12,5195.8
8,0,353,0,-1.8,93.075,-47.1,1.365,5099.1
3,0,277,1,1.4,93.444,-36.1,4.964,5228.1
1,0,294,1,1.4,94.465,-41.8,4.959,5228.1
1,0,1395,1,1.4,94.465,-41.8,4.96,5228.1
2,0,191,2,1.4,93.918,-42.7,4.957,5228.1
0,0,19,0,-1.8,92.893,-46.2,1.334,5099.1
3,0,121,0,1.4,93.444,-36.1,4.963,5228.1
0,0,243,1,-1.8,93.876,-40.0,0.677,5008.7
2,0,344,1,1.4,93.918,-42.7,4.963,5228.1
0,0,240,0,-1.8,92.893,-46.2,1.281,5099.1
4,3,464,0,-1.1,94.601,-49.5,1.0,4963.6
1,0,317,0,-2.9,92.963,-40.8,1.268,5076.2
0,0,291,0,1.1,93.994,-36.4,4.857,5191.0
3,0,216,0,1.4,93.444,-36.1,4.965,5228.1
0,0,92,0,1.1,93.994,-36.4,4.86,5191.0
0,0,328,1,-1.8,92.893,-46.2,1.313,5099.1
1,0,120,0,1.4,94.465,-41.8,4.961,5228.1
0,0,564,4,-1.8,93.876,-40.0,0.685,5008.7
8,0,178,0,-1.8,93.075,-47.1,1.41,5099.1
4,1,585,0,-1.1,94.601,-49.5,0.987,4963.6
0,0,195,0,-1.8,92.893,-46.2,1.327,5099.1
0,0,63,0,1.1,93.994,-36.4,4.855,5191.0
0,0,8,1,1.1,93.994,-36.4,4.858,5191.0
1,0,202,0,-2.9,92.963,-40.8,1.252,5076.2
0,0,282,0,1.1,93.994,-36.4,4.859,5191.0
2,0,360,12,1.4,93.918,-42.7,4.962,5228.1
2,0,123,1,1.4,93.918,-42.7,4.963,5228.1
1,0,460,7,1.4,94.465,-41.8,4.967,5228.1
0,0,146,5,1.1,93.994,-36.4,4.857,5191.0
0,0,235,4,1.1,93.994,-36.4,4.857,5191.0
0,0,126,1,-1.8,92.893,-46.2,1.25,5099.1
3,0,1225,1,-2.9,92.201,-31.4,0.884,5076.2
2,0,304,3,1.4,93.918,-42.7,4.962,5228.1
3,0,17,9,1.4,93.444,-36.1,4.963,5228.1
5,0,171,1,-0.1,93.2,-42.0,4.153,5195.8
0,0,386,0,1.1,93.994,-36.4,4.855,5191.0
0,0,115,0,1.1,93.994,-36.4,4.858,5191.0
2,0,119,1,1.4,93.918,-42.7,4.962,5228.1
5,0,541,0,-0.1,93.2,-42.0,4.12,5195.8
8,0,93,0,-1.8,93.075,-47.1,1.415,5099.1
2,0,211,0,1.4,93.918,-42.7,4.963,5228.1
0,0,231,0,-1.8,92.893,-46.2,1.299,5099.1
2,0,379,2,1.4,93.918,-42.7,4.957,5228.1
2,0,281,2,1.4,93.918,-42.7,4.955,5228.1
2,0,294,3,1.4,93.918,-42.7,4.968,5228.1
0,0,366,1,1.1,93.994,-36.4,4.857,5191.0
2,0,449,1,-1.7,94.215,-40.3,0.81,4991.6
8,0,113,2,-1.8,93.749,-34.6,0.644,5008.7
1,4,161,0,-1.7,94.055,-39.8,0.704,4991.6
0,0,105,3,1.1,93.994,-36.4,4.857,5191.0
1,0,103,4,1.4,94.465,-41.8,4.958,5228.1
0,0,757,0,-1.8,92.893,-46.2,1.25,5099.1
2,0,362,13,1.4,93.918,-42.7,4.963,5228.1
2,0,477,0,1.4,93.918,-42.7,4.962,5228.1
0,0,68,0,-1.8,92.893,-46.2,1.25,5099.1
3,0,102,2,1.4,93.444,-36.1,4.965,5228.1
5,0,1258,1,-0.1,93.2,-42.0,4.076,5195.8
0,0,485,0,-1.8,92.893,-46.2,1.25,5099.1
5,0,16,0,-0.1,93.2,-42.0,4.076,5195.8
2,0,206,0,1.4,93.918,-42.7,4.963,5228.1
5,0,252,0,-0.1,93.2,-42.0,4.076,5195.8
2,0,377,0,1.4,93.918,-42.7,4.962,5228.1
5,0,93,0,-0.1,93.2,-42.0,4.153,5195.8
8,0,733,0,-1.8,93.075,-47.1,1.365,5099.1
2,0,47,3,1.4,93.918,-42.7,4.962,5228.1
5,0,124,0,-0.1,93.2,-42.0,4.191,5195.8
1,0,62,0,-2.9,92.963,-40.8,1.266,5076.2
7,0,161,1,-1.8,92.843,-50.0,1.703,5099.1
3,0,536,2,1.4,93.444,-36.1,4.965,5228.1
8,0,177,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,113,0,-1.8,92.893,-46.2,1.244,5099.1
4,0,478,0,-0.1,93.798,-40.4,5.045,5195.8
0,0,530,6,1.1,93.994,-36.4,4.856,5191.0
3,0,203,1,1.4,93.444,-36.1,4.962,5228.1
0,0,374,0,1.1,93.994,-36.4,4.86,5191.0
1,0,101,4,1.4,94.465,-41.8,4.959,5228.1
0,0,377,3,-1.8,92.893,-46.2,1.266,5099.1
3,0,59,4,1.4,93.444,-36.1,4.965,5228.1
1,0,302,0,1.4,94.465,-41.8,4.865,5228.1
8,0,413,2,-1.8,93.075,-47.1,1.406,5099.1
0,0,120,0,1.1,93.994,-36.4,4.855,5191.0
1,0,85,5,1.4,94.465,-41.8,4.959,5228.1
0,0,221,1,-1.8,92.893,-46.2,1.281,5099.1
0,0,246,1,1.1,93.994,-36.4,4.859,5191.0
0,0,635,0,1.1,93.994,-36.4,4.857,5191.0
8,0,397,0,-1.8,93.075,-47.1,1.405,5099.1
2,0,679,0,1.4,93.918,-42.7,4.962,5228.1
1,0,144,1,1.4,94.465,-41.8,4.865,5228.1
1,0,174,0,1.4,94.465,-41.8,4.864,5228.1
2,0,178,3,1.4,93.918,-42.7,4.962,5228.1
3,0,19,8,1.4,93.444,-36.1,4.963,5228.1
0,0,309,0,-1.8,92.893,-46.2,1.281,5099.1
0,0,98,3,-1.8,92.893,-46.2,1.344,5099.1
1,0,86,4,1.4,94.465,-41.8,4.864,5228.1
1,0,94,6,1.4,94.465,-41.8,4.959,5228.1
3,0,81,0,1.4,93.444,-36.1,4.967,5228.1
8,0,114,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,106,0,1.1,93.994,-36.4,4.856,5191.0
7,0,1447,1,-1.8,92.843,-50.0,1.811,5099.1
1,0,592,3,-2.9,92.963,-40.8,1.26,5076.2
5,0,530,0,-0.1,93.2,-42.0,4.12,5195.8
0,0,173,0,-1.8,92.893,-46.2,1.313,5099.1
0,0,224,0,1.1,93.994,-36.4,4.86,5191.0
1,0,29,0,1.4,94.465,-41.8,4.961,5228.1
3,0,5,0,-1.7,94.027,-38.3,0.889,4991.6
2,0,407,0,1.4,93.918,-42.7,4.959,5228.1
2,0,163,5,1.4,93.918,-42.7,4.961,5228.1
5,0,85,1,-0.1,93.2,-42.0,4.021,5195.8
0,0,76,20,1.1,93.994,-36.4,4.859,5191.0
2,0,165,1,1.4,93.918,-42.7,4.963,5228.1
0,0,592,1,-1.8,92.893,-46.2,1.327,5099.1
0,0,155,1,-1.8,92.893,-46.2,1.299,5099.1
0,0,737,2,-1.8,92.893,-46.2,1.291,5099.1
2,0,118,0,1.4,93.918,-42.7,4.96,5228.1
7,0,625,3,-1.8,93.369,-34.8,0.651,5008.7
0,0,142,9,1.1,93.994,-36.4,4.858,5191.0
9,0,246,8,-1.1,94.199,-37.5,0.879,4963.6
2,0,261,3,-2.9,92.469,-33.6,1.085,5076.2
5,8,175,0,-3.4,92.649,-30.1,0.714,5017.5
0,0,34,0,1.1,93.994,-36.4,4.859,5191.0
3,1,350,0,-1.7,94.027,-38.3,0.899,4991.6
0,0,104,4,-1.8,92.893,-46.2,1.291,5099.1
0,0,212,1,1.1,93.994,-36.4,4.857,5191.0
3,0,162,0,1.4,93.444,-36.1,4.963,5228.1
1,0,180,0,-1.7,94.055,-39.8,0.742,4991.6
5,0,67,0,-0.1,93.2,-42.0,4.153,5195.8
3,0,28,12,1.4,93.444,-36.1,4.965,5228.1
0,0,201,2,-1.8,92.893,-46.2,1.299,5099.1
3,0,250,0,-2.9,92.201,-31.4,0.883,5076.2
8,0,108,0,-1.8,93.075,-47.1,1.405,5099.1
3,0,133,2,1.4,93.444,-36.1,4.963,5228.1
